,Time(s),Row x Col
73x60,1.60161,4380
86x51,1.91019,4386
77x57,1.80762,4389
72x61,1.60301,4392
83x53,1.79701,4399
80x55,1.70108,4400
88x50,1.80332,4400
71x62,1.60476,4402
76x58,1.7165,4408
70x63,1.71376,4410
90x49,1.8965,4410
98x45,2.19229,4410
69x64,1.69355,4416
92x48,1.99724,4416
96x46,2.09626,4416
94x47,2.0008,4418
68x65,1.60789,4420
85x52,1.79965,4420
67x66,1.60856,4422
79x56,1.70015,4424
75x59,1.70118,4425
82x54,1.7047,4428
87x51,1.90582,4437
74x60,1.60722,4440
78x57,1.70084,4446
89x50,1.89754,4450
84x53,1.79872,4452
73x61,1.70091,4453
81x55,1.79502,4455
99x45,2.19813,4455
91x49,1.99542,4459
97x46,2.103,4462
72x62,1.69755,4464
93x48,2.00535,4464
95x47,2.09634,4465
77x58,1.70011,4466
86x52,1.89486,4472
71x63,1.60826,4473
70x64,1.70082,4480
80x56,1.70221,4480
83x54,1.80136,4482
76x59,1.69756,4484
69x65,1.70274,4485
68x66,1.79492,4488
88x51,1.90173,4488
75x60,1.70092,4500
90x50,1.90226,4500
79x57,1.79431,4503
85x53,1.89764,4505
92x49,1.99764,4508
98x46,2.10546,4508
82x55,1.79627,4510
94x48,2.00694,4512
96x47,2.10391,4512
74x61,1.79417,4514
78x58,1.79233,4524
87x52,1.90023,4524
73x62,1.70223,4526
72x63,1.81145,4536
81x56,1.70536,4536
84x54,1.80214,4536
89x51,1.90817,4539
77x59,1.79685,4543
71x64,1.79408,4544
70x65,1.80022,4550
91x50,1.99926,4550
69x66,1.70557,4554
99x46,2.29385,4554
68x67,1.79594,4556
93x49,2.3206,4557
86x53,1.90154,4558
97x47,2.19584,4559
76x60,1.7979,4560
80x57,1.79761,4560
95x48,2.10235,4560
83x55,1.8963,4565
75x61,1.79774,4575
88x52,1.90255,4576
79x58,1.8027,4582
74x62,1.7063,4588
85x54,1.89974,4590
90x51,1.99698,4590
82x56,1.80531,4592
73x63,1.79773,4599
92x50,2.00435,4600
78x59,1.70795,4602
94x49,2.10287,4606
98x47,2.20349,4606
72x64,1.90854,4608
96x48,2.19824,4608
87x53,1.90452,4611
71x65,1.80181,4615
81x57,1.80197,4617
70x66,1.79805,4620
77x60,1.70917,4620
84x55,1.89917,4620
69x67,1.80002,4623
89x52,2.00169,4628
76x61,1.79927,4636
80x58,1.91088,4640
91x51,2.00507,4641
86x54,1.90451,4644
83x56,2.01225,4648
75x62,1.802,4650
93x50,2.09924,4650
99x47,2.30247,4653
95x49,2.1974,4655
97x48,2.20481,4656
79x59,1.80559,4661
74x63,2.00249,4662
88x53,2.00035,4664
73x64,1.80194,4672
82x57,1.89576,4674
85x55,1.99529,4675
72x65,1.80224,4680
78x60,1.80347,4680
90x52,2.00173,4680
71x66,1.80265,4686
70x67,1.80325,4690
69x68,1.89646,4692
92x51,2.09918,4692
77x61,1.80687,4697
81x58,1.89893,4698
87x54,1.99742,4698
94x50,2.10624,4700
84x56,1.90377,4704
96x49,2.20334,4704
98x48,2.29493,4704
76x62,1.80369,4712
89x53,2.0064,4717
80x59,1.89593,4720
75x63,1.89621,4725
86x55,1.99914,4730
83x57,1.90317,4731
91x52,2.09918,4732
74x64,1.80405,4736
79x60,1.89718,4740
93x51,2.30886,4743
73x65,1.89741,4745
95x50,2.20238,4750
72x66,1.8992,4752
88x54,2.00248,4752
99x48,2.30099,4752
97x49,2.29918,4753
82x58,1.90166,4756
71x67,1.9012,4757
78x61,1.8057,4758
70x68,1.89656,4760
85x56,2.00316,4760
90x53,2.09663,4770
77x62,1.90052,4774
81x59,1.89894,4779
92x52,2.19355,4784
87x55,2.00177,4785
76x63,1.90019,4788
84x57,1.99843,4788
94x51,2.51326,4794
75x64,1.90261,4800
80x60,1.90214,4800
96x50,2.29968,4800
98x49,2.30251,4802
89x54,2.09852,4806
74x65,1.90185,4810
83x58,1.90494,4814
86x56,2.00243,4816
73x66,2.00372,4818
79x61,1.90426,4819
91x53,2.19354,4823
72x67,1.90215,4824
71x68,1.99226,4828
70x69,1.90607,4830
78x62,1.99066,4836
93x52,2.20095,4836
82x59,1.99863,4838
88x55,2.09976,4840
85x57,2.09648,4845
95x51,2.29839,4845
97x50,2.39566,4850
77x63,1.90238,4851
99x49,2.39848,4851
81x60,1.99459,4860
90x54,2.10465,4860
76x64,1.99446,4864
84x58,2.0007,4872
87x56,2.09994,4872
75x65,1.99908,4875
92x53,2.10898,4876
80x61,1.90635,4880
74x66,1.99572,4884
94x52,2.30046,4888
73x67,1.99952,4891
89x55,2.19626,4895
72x68,1.99888,4896
96x51,2.30142,4896
83x59,2.10121,4897
79x62,1.90923,4898
71x69,1.90772,4899
98x50,2.4008,4900
86x57,2.10011,4902
78x63,1.90498,4914
91x54,2.10619,4914
82x60,2.00061,4920
77x64,2.09094,4928
88x56,2.10592,4928
93x53,2.29783,4929
85x58,2.00976,4930
76x65,2.00381,4940
95x52,2.30433,4940
81x61,2.00246,4941
97x51,2.40126,4947
75x66,2.00044,4950
90x55,2.19916,4950
99x50,2.40374,4950
84x59,2.09803,4956
74x67,2.00035,4958
87x57,2.10467,4959
80x62,2.01075,4960
73x68,2.09241,4964
72x69,2.09557,4968
92x54,2.42267,4968
71x70,2.10069,4970
79x63,2.09206,4977
83x60,2.09481,4980
94x53,2.30504,4982
89x56,2.20306,4984
86x58,2.19504,4988
78x64,2.1022,4992
96x52,2.39589,4992
98x51,2.40319,4998
82x61,2.20856,5002
77x65,2.00426,5005
91x55,2.31339,5005
85x59,2.10714,5015
76x66,2.00381,5016
88x57,2.19646,5016
81x62,2.0044,5022
93x54,2.30229,5022
75x67,2.42727,5025
74x68,2.006,5032
95x53,2.3986,5035
73x69,2.00849,5037
72x70,2.00589,5040
80x63,2.00809,5040
84x60,2.09874,5040
90x56,2.20341,5040
97x52,2.40613,5044
87x58,2.19788,5046
99x51,2.50095,5049
79x64,2.00818,5056
92x55,2.29973,5060
83x61,2.1996,5063
78x65,2.0991,5070
89x57,2.28636,5073
86x59,2.19645,5074
94x54,2.39629,5076
77x66,2.10435,5082
82x62,2.21243,5084
96x53,2.39914,5088
76x67,2.09825,5092
91x56,2.20802,5096
98x52,2.59182,5096
75x68,2.10251,5100
85x60,2.20037,5100
81x63,2.19726,5103
88x58,2.20328,5104
74x69,2.19138,5106
73x70,2.10488,5110
72x71,2.19935,5112
93x55,2.39641,5115
80x64,2.19264,5120
84x61,2.20026,5124
90x57,2.29819,5130
95x54,2.49281,5130
87x59,2.20217,5133
79x65,2.1242,5135
97x53,2.59371,5141
83x62,2.31219,5146
78x66,2.21373,5148
99x52,2.59631,5148
92x56,2.30698,5152
77x67,2.19682,5159
86x60,2.20153,5160
89x58,2.20935,5162
82x63,2.19821,5166
76x68,2.30611,5168
94x55,2.40356,5170
75x69,2.40581,5175
74x70,2.32746,5180
73x71,2.20387,5183
81x64,2.19753,5184
96x54,2.49785,5184
85x61,2.29654,5185
91x57,2.39869,5187
88x59,2.29775,5192
98x53,2.50362,5194
80x65,2.31067,5200
84x62,2.20273,5208
93x56,2.40437,5208
79x66,2.19895,5214
87x60,2.29926,5220
90x58,2.2993,5220
95x55,2.40374,5225
78x67,2.19826,5226
83x63,2.20288,5229
77x68,2.31031,5236
97x54,2.50723,5238
76x69,2.20408,5244
92x57,2.39896,5244
86x61,2.31349,5246
99x53,2.60336,5247
82x64,2.20561,5248
75x70,2.20165,5250
89x59,2.39347,5251
74x71,2.29694,5254
73x72,2.29975,5256
94x56,2.49625,5264
81x65,2.20425,5265
85x62,2.29926,5270
91x58,2.39915,5278
80x66,2.20359,5280
88x60,2.52264,5280
96x55,2.50522,5280
84x63,2.29841,5292
98x54,2.59951,5292
79x67,2.40598,5293
93x57,2.49775,5301
78x68,2.20521,5304
87x61,2.39666,5307
90x59,2.40178,5310
83x64,2.3013,5312
77x69,2.30343,5313
76x70,2.40986,5320
95x56,2.50412,5320
75x71,2.30106,5325
74x72,2.3007,5328
82x65,2.20949,5330
86x62,2.39495,5332
97x55,2.69385,5335
92x58,2.49321,5336
89x60,2.39892,5340
81x66,2.29893,5346
99x54,2.69885,5346
85x63,2.39754,5355
94x57,2.59722,5358
80x67,2.62888,5360
88x61,2.40018,5368
91x59,2.49706,5369
79x68,2.30019,5372
84x64,2.39993,5376
96x56,2.59983,5376
78x69,2.29886,5382
77x70,2.39271,5390
98x55,2.69743,5390
87x62,2.39846,5394
93x58,2.50488,5394
83x65,2.50907,5395
76x71,2.30335,5396
75x72,2.39577,5400
90x60,2.40064,5400
74x73,2.40173,5402
82x66,2.39472,5412
95x57,2.6922,5415
86x63,2.40013,5418
81x67,2.3029,5427
92x59,2.50425,5428
89x61,2.49969,5429
97x56,2.6976,5432
80x68,2.30228,5440
85x64,2.4002,5440
99x55,2.79718,5445
79x69,2.39737,5451
94x58,2.50647,5452
88x62,2.4946,5456
78x70,2.3943,5460
84x65,2.4027,5460
91x60,2.49873,5460
77x71,2.40363,5467
76x72,2.49335,5472
96x57,2.69772,5472
75x73,2.49669,5475
83x66,2.49276,5478
87x63,2.49681,5481
93x59,2.59975,5487
98x56,2.70077,5488
90x61,2.7034,5490
82x67,2.50886,5494
86x64,2.40429,5504
81x68,2.60749,5508
95x58,2.60278,5510
89x62,2.50234,5518
80x69,2.49246,5520
92x60,2.59651,5520
85x65,2.51911,5525
97x57,2.70314,5529
79x70,2.51225,5530
78x71,2.40256,5538
77x72,2.7167,5544
84x66,2.50011,5544
88x63,2.50339,5544
99x56,2.79775,5544
94x59,2.6941,5546
76x73,2.4982,5548
75x74,2.50256,5550
91x61,2.50868,5551
83x67,2.40877,5561
87x64,2.50379,5568
96x58,2.70009,5568
82x68,2.40451,5576
90x62,2.50332,5580
93x60,2.6914,5580
98x57,2.79894,5586
81x69,2.49859,5589
86x65,2.50104,5590
80x70,2.41348,5600
95x59,2.70273,5605
89x63,2.601,5607
79x71,2.5961,5609
85x66,2.70412,5610
92x61,2.60178,5612
78x72,2.60587,5616
77x73,2.50493,5621
76x74,2.50848,5624
97x58,2.79713,5626
84x67,2.50315,5628
88x64,2.5988,5632
94x60,2.69916,5640
91x62,2.60119,5642
99x57,2.80593,5643
83x68,2.59501,5644
87x65,2.59918,5655
82x69,2.59482,5658
96x59,2.79695,5664
81x70,2.50043,5670
90x63,2.60215,5670
93x61,2.70175,5673
86x66,2.69255,5676
80x71,2.69853,5680
98x58,2.80526,5684
79x72,2.61559,5688
78x73,2.50679,5694
85x67,2.60075,5695
89x64,2.60389,5696
77x74,2.69359,5698
76x75,2.6972,5700
95x60,2.79443,5700
92x62,2.69862,5704
84x68,2.59502,5712
88x65,2.69477,5720
97x59,2.80555,5723
83x69,2.60217,5727
91x63,2.69893,5733
94x61,2.81474,5734
82x70,2.59821,5740
87x66,2.69598,5742
99x58,2.90149,5742
81x71,2.5073,5751
80x72,2.59707,5760
90x64,2.69885,5760
96x60,2.80296,5760
86x67,2.60398,5762
93x62,2.70718,5766
79x73,2.69745,5767
78x74,2.6949,5772
77x75,2.69997,5775
85x68,2.70652,5780
98x59,2.89899,5782
89x65,2.69703,5785
95x61,2.80734,5795
84x69,2.60708,5796
92x63,2.70516,5796
88x66,2.60707,5808
83x70,2.69881,5810
97x60,3.30011,5820
82x71,2.60743,5822
91x64,2.81304,5824
94x62,2.80205,5828
87x67,2.81321,5829
81x72,2.69666,5832
80x73,2.70086,5840
99x59,2.9981,5841
79x74,2.8107,5846
86x68,2.70011,5848
78x75,2.81279,5850
90x65,2.70087,5850
77x76,2.70688,5852
96x61,2.90062,5856
93x63,2.70602,5859
85x69,2.70146,5865
89x66,2.81283,5874
84x70,2.81203,5880
98x60,2.90074,5880
92x64,2.89252,5888
95x62,2.90005,5890
83x71,2.70369,5893
88x67,2.79375,5896
82x72,2.79283,5904
81x73,2.70449,5913
91x65,2.80265,5915
87x68,2.79731,5916
97x61,3.09366,5917
80x74,2.70509,5920
94x63,2.99123,5922
79x75,2.79776,5925
78x76,2.70412,5928
86x69,2.79677,5934
90x66,2.79607,5940
99x60,2.99987,5940
85x70,2.79712,5950
93x64,2.90006,5952
96x62,2.99432,5952
89x67,2.89223,5963
84x71,2.7278,5964
83x72,2.89138,5976
98x61,3.00128,5978
92x65,2.80491,5980
88x68,2.80522,5984
95x63,2.99827,5985
82x73,2.80171,5986
81x74,2.8024,5994
80x75,2.89288,6000
87x69,2.80608,6003
79x76,2.80383,6004
78x77,2.9001,6006
91x66,2.89505,6006
97x62,3.00627,6014
94x64,2.90802,6016
86x70,2.80442,6020
90x67,2.80411,6030
85x71,2.89778,6035
99x61,3.10157,6039
93x65,3.09558,6045
84x72,3.00587,6048
96x63,3.00257,6048
89x68,2.89857,6052
83x73,2.9016,6059
82x74,2.80655,6068
88x69,2.89804,6072
92x66,2.90185,6072
81x75,2.90081,6075
98x62,3.09732,6076
80x76,2.89956,6080
95x64,3.00096,6080
79x77,2.99581,6083
87x70,2.90041,6090
91x67,2.90482,6097
86x71,2.89893,6106
94x65,3.00019,6110
97x63,3.19474,6111
85x72,2.90803,6120
90x68,2.8989,6120
84x73,2.90495,6132
93x66,3.00274,6138
99x62,3.19779,6138
89x69,2.90241,6141
83x74,2.90455,6142
96x64,3.09986,6144
82x75,2.99381,6150
81x76,3.0096,6156
80x77,2.90566,6160
88x70,2.99596,6160
79x78,3.00036,6162
92x67,3.00183,6164
98x63,3.10358,6174
95x65,3.09879,6175
87x71,3.00002,6177
91x68,3.00311,6188
86x72,3.10962,6192
94x66,3.09631,6204
85x73,3.09976,6205
97x64,3.10765,6208
90x69,3.00063,6210
84x74,3.0002,6216
83x75,3.00208,6225
89x70,3.00146,6230
93x67,3.09864,6231
82x76,3.00336,6232
81x77,3.20461,6237
99x63,3.19864,6237
80x78,3.09498,6240
96x65,3.19752,6240
88x71,3.00276,6248
92x68,3.11717,6256
87x72,3.09761,6264
95x66,3.19456,6270
98x64,3.29331,6272
86x73,3.09841,6278
91x69,3.09848,6279
85x74,3.10023,6290
94x67,3.19697,6298
84x75,3.09622,6300
90x70,3.09565,6300
97x65,3.29366,6305
83x76,3.09959,6308
82x77,3.09971,6314
81x78,3.10239,6318
89x71,3.09957,6319
80x79,3.21252,6320
93x68,3.10557,6324
88x72,3.09819,6336
96x66,3.20602,6336
99x64,3.29893,6336
92x69,3.1933,6348
87x73,3.19679,6351
86x74,3.09925,6364
95x67,3.20513,6365
91x70,3.10035,6370
98x65,3.29948,6370
85x75,3.10388,6375
84x76,3.19587,6384
90x71,3.10242,6390
83x77,3.20099,6391
94x68,3.20161,6392
82x78,3.10327,6396
81x79,3.20178,6399
97x66,3.29833,6402
89x72,3.10466,6408
93x69,3.40347,6417
88x73,3.19974,6424
96x67,3.29889,6432
99x65,3.39672,6435
87x74,3.20038,6438
92x70,3.1074,6440
86x75,3.2083,6450
85x76,3.29511,6460
95x68,3.30023,6460
91x71,3.20086,6461
84x77,3.2073,6468
98x66,3.39764,6468
83x78,3.29282,6474
82x79,3.20879,6478
81x80,3.29568,6480
90x72,3.20565,6480
94x69,3.3006,6486
89x73,3.29388,6497
97x67,3.30632,6499
93x70,3.30349,6510
88x74,3.31863,6512
87x75,3.30216,6525
96x68,3.39719,6528
92x71,3.40452,6532
99x66,3.40135,6534
86x76,3.2932,6536
85x77,3.30329,6545
84x78,3.3942,6552
91x72,3.20612,6552
95x69,3.40195,6555
83x79,3.40533,6557
82x80,3.39138,6560
98x67,3.40229,6566
90x73,3.30023,6570
94x70,3.30427,6580
89x74,3.51834,6586
97x68,3.49501,6596
88x75,3.39814,6600
93x71,3.39919,6603
87x76,3.39558,6612
86x77,3.3997,6622
92x72,3.30519,6624
96x69,3.40201,6624
85x78,3.39675,6630
99x67,3.49886,6633
84x79,3.39985,6636
83x80,3.4008,6640
82x81,3.4022,6642
91x73,3.40046,6643
95x70,3.49321,6650
90x74,3.30454,6660
98x68,3.49726,6664
94x71,3.49828,6674
89x75,3.39877,6675
88x76,3.40093,6688
97x69,3.50509,6693
93x72,3.40702,6696
87x77,3.40686,6699
86x78,3.51376,6708
85x79,3.4983,6715
92x73,3.49694,6716
84x80,3.40613,6720
96x70,3.50208,6720
83x81,3.50059,6723
99x68,3.59882,6732
91x74,3.49599,6734
95x71,3.50302,6745
90x75,3.49809,6750
98x69,3.50854,6762
89x76,3.4975,6764
94x72,3.50218,6768
88x77,3.50062,6776
87x78,3.50043,6786
93x73,3.50323,6789
97x70,3.60042,6790
86x79,3.59634,6794
85x80,3.50309,6800
84x81,3.59615,6804
83x82,3.60034,6806
92x74,3.72049,6808
96x71,3.60149,6816
91x75,3.5026,6825
99x69,3.69966,6831
90x76,3.61335,6840
95x72,3.60178,6840
89x77,3.50888,6853
98x70,3.69324,6860
94x73,3.6,6862
88x78,3.59557,6864
87x79,3.71052,6873
86x80,3.50877,6880
93x74,3.60229,6882
85x81,3.60191,6885
97x71,3.69867,6887
84x82,3.60583,6888
92x75,3.6012,6900
96x72,3.69605,6912
91x76,3.71146,6916
90x77,3.60051,6930
99x70,3.70077,6930
95x73,3.69907,6935
89x78,3.69353,6942
88x79,3.69767,6952
94x74,3.6933,6956
98x71,3.6999,6958
87x80,3.69583,6960
86x81,3.60465,6966
85x82,3.70237,6970
84x83,3.79629,6972
93x75,3.6989,6975
97x72,3.79688,6984
92x76,3.80094,6992
91x77,3.79499,7007
96x73,3.79911,7008
90x78,3.69757,7020
99x71,3.79924,7029
95x74,3.79648,7030
89x79,3.70065,7031
88x80,3.7071,7040
87x81,3.70368,7047
94x75,3.92595,7050
86x82,3.7975,7052
85x83,3.89314,7055
98x72,3.8031,7056
93x76,3.80064,7068
97x73,3.8968,7081
92x77,3.7046,7084
91x78,3.81344,7098
96x74,3.80427,7104
90x79,3.79703,7110
89x80,3.90134,7120
95x75,3.89933,7125
88x81,3.89576,7128
99x72,3.80749,7128
87x82,3.89866,7134
86x83,3.89811,7138
85x84,3.90069,7140
94x76,3.89755,7144
98x73,3.90148,7154
93x77,3.89963,7161
92x78,3.79969,7176
97x74,3.90766,7178
91x79,3.89646,7189
90x80,3.80436,7200
96x75,3.90026,7200
89x81,3.90126,7209
88x82,3.90005,7216
95x76,3.90721,7220
87x83,4.1082,7221
86x84,4.01327,7224
99x73,4.09293,7227
94x77,3.99439,7238
98x74,3.99839,7252
93x78,3.9036,7254
92x79,3.90093,7268
97x75,4.0933,7275
91x80,4.0121,7280
90x81,3.99755,7290
96x76,4.00404,7296
89x82,3.99891,7298
88x83,4.09573,7304
87x84,4.09737,7308
86x85,4.20952,7310
95x77,4.0938,7315
99x74,4.00536,7326
94x78,3.9995,7332
93x79,4.00036,7347
98x75,4.00483,7350
92x80,4.09157,7360
91x81,4.09702,7371
97x76,4.09794,7372
90x82,4.00213,7380
89x83,4.10141,7387
88x84,4.11969,7392
96x77,4.00606,7392
87x85,4.19748,7395
95x78,4.09931,7410
99x75,4.19771,7425
94x79,4.10524,7426
93x80,4.19423,7440
98x76,4.10701,7448
92x81,4.10288,7452
91x82,4.21527,7462
97x77,4.10796,7469
90x83,4.1971,7470
89x84,4.20033,7476
88x85,4.20441,7480
87x86,4.30108,7482
96x78,4.19507,7488
95x79,4.10539,7505
94x80,4.70585,7520
99x76,4.20387,7524
93x81,4.20357,7533
92x82,4.19817,7544
98x77,4.2966,7546
91x83,4.40451,7553
90x84,4.29729,7560
89x85,4.30207,7565
97x78,4.29634,7566
88x86,4.29838,7568
96x79,4.2051,7584
95x80,4.29687,7600
94x81,4.30056,7614
99x77,4.39976,7623
93x82,4.39633,7626
92x83,4.30337,7636
91x84,4.30425,7644
98x78,4.30325,7644
90x85,4.30525,7650
89x86,4.50952,7654
88x87,4.40304,7656
97x79,4.39873,7663
96x80,4.39518,7680
95x81,4.40311,7695
94x82,4.50561,7708
93x83,4.40574,7719
99x78,4.49542,7722
92x84,4.40363,7728
91x85,4.40152,7735
90x86,4.40251,7740
98x79,4.4029,7742
89x87,4.50341,7743
97x80,4.4991,7760
96x81,4.40865,7776
95x82,4.59271,7790
94x83,4.59418,7802
93x84,4.50486,7812
92x85,4.5961,7820
99x79,4.50319,7821
91x86,4.5939,7826
90x87,4.59751,7830
89x88,4.59993,7832
98x80,4.59144,7840
97x81,4.6021,7857
96x82,4.59855,7872
95x83,4.59925,7885
94x84,4.50616,7896
93x85,4.60229,7905
92x86,4.60427,7912
91x87,4.7,7917
90x88,4.6997,7920
99x80,4.60226,7920
98x81,4.6005,7938
97x82,4.69847,7954
96x83,4.69867,7968
95x84,4.70557,7980
94x85,4.70152,7990
93x86,4.79287,7998
92x87,4.79688,8004
91x88,4.81534,8008
90x89,4.79583,8010
99x81,4.79272,8019
98x82,4.70416,8036
97x83,4.79809,8051
96x84,4.70291,8064
95x85,4.80202,8075
94x86,4.80175,8084
93x87,4.80834,8091
92x88,4.80302,8096
91x89,4.8974,8099
99x82,4.80529,8118
98x83,4.89629,8134
97x84,4.89939,8148
96x85,4.80807,8160
95x86,4.89764,8170
94x87,4.90499,8178
93x88,4.99442,8184
92x89,4.99568,8188
91x90,5.00181,8190
99x83,5.00191,8217
98x84,4.90524,8232
97x85,5.00601,8245
96x86,4.99493,8256
95x87,5.00389,8265
94x88,5.095,8272
93x89,5.19661,8277
92x90,5.09714,8280
99x84,5.09775,8316
98x85,5.00231,8330
97x86,5.09879,8342
96x87,5.10209,8352
95x88,5.19308,8360
94x89,5.10658,8366
93x90,5.21395,8370
92x91,5.20245,8372
99x85,5.19669,8415
98x86,5.19341,8428
97x87,5.20028,8439
96x88,5.10374,8448
95x89,5.20382,8455
94x90,5.29315,8460
93x91,5.30134,8463
99x86,5.29936,8514
98x87,5.30231,8526
97x88,5.39443,8536
96x89,5.30242,8544
95x90,5.39557,8550
94x91,5.40382,8554
93x92,5.40129,8556
99x87,5.39953,8613
98x88,5.39847,8624
97x89,5.40447,8633
96x90,5.40078,8640
95x91,5.40693,8645
94x92,5.59802,8648
99x88,5.40913,8712
98x89,5.49805,8722
97x90,5.50163,8730
96x91,5.59885,8736
95x92,5.69642,8740
94x93,5.6977,8742
99x89,5.69274,8811
98x90,5.50799,8820
97x91,5.69746,8827
96x92,5.69948,8832
95x93,5.79535,8835
99x90,5.69858,8910
98x91,5.79504,8918
97x92,5.79718,8924
96x93,5.80625,8928
95x94,5.90544,8930
99x91,5.80472,9009
98x92,5.80069,9016
97x93,5.90564,9021
96x94,5.99724,9024
99x92,5.9977,9108
98x93,6.00506,9114
97x94,6.09941,9118
96x95,6.19462,9120
99x93,6.10293,9207
98x94,6.00947,9212
97x95,6.29416,9215
99x94,6.29624,9306
98x95,6.39497,9310
97x96,6.40021,9312
99x95,6.40735,9405
98x96,6.40281,9408
99x96,6.59454,9504
98x97,6.59543,9506
99x97,6.79777,9603
99x98,6.80266,9702
rowxcol,Time(s),Row x Col